Id,Date,Hour,StepTotal,Calories
2320127002,2016-04-23,5,0,55
2320127002,2016-04-23,6,0,55
2320127002,2016-04-23,7,0,55
2320127002,2016-04-23,8,0,55
2320127002,2016-04-23,9,0,55
2320127002,2016-04-23,10,0,55
2320127002,2016-04-23,11,0,55
2320127002,2016-04-23,12,0,55
2320127002,2016-04-23,13,591,101
2320127002,2016-04-23,14,436,96
2320127002,2016-04-23,15,591,107
2320127002,2016-04-23,16,399,89
2320127002,2016-04-23,17,594,107
2320127002,2016-04-23,18,578,107
2320127002,2016-04-23,19,351,90
2320127002,2016-04-23,20,41,60
2320127002,2016-04-23,21,261,78
2320127002,2016-04-23,22,205,81
2320127002,2016-04-23,23,137,72
2320127002,2016-04-24,0,204,75
2320127002,2016-04-24,1,295,80
2320127002,2016-04-24,2,192,77
2320127002,2016-04-24,3,0,55
2320127002,2016-04-24,4,0,55
2320127002,2016-04-24,5,0,55
2320127002,2016-04-24,6,0,55
2320127002,2016-04-24,7,0,55
2320127002,2016-04-24,8,0,55
2320127002,2016-04-24,9,0,55
2320127002,2016-04-24,10,0,55
2320127002,2016-04-24,11,0,55
2320127002,2016-04-24,12,0,55
2320127002,2016-04-24,13,0,55
2320127002,2016-04-24,14,0,55
2320127002,2016-04-24,15,69,60
2320127002,2016-04-24,16,784,120
2320127002,2016-04-24,17,360,89
2320127002,2016-04-24,18,711,116
2320127002,2016-04-24,19,140,75
2320127002,2016-04-24,20,434,99
2320127002,2016-04-24,21,487,105
2320127002,2016-04-24,22,194,81
2320127002,2016-04-24,23,289,88
2320127002,2016-04-25,0,506,98
2320127002,2016-04-25,1,195,81
2320127002,2016-04-25,2,0,55
2320127002,2016-04-25,3,0,55
2320127002,2016-04-25,4,0,55
2320127002,2016-04-25,5,0,55
2320127002,2016-04-25,6,0,55
2320127002,2016-04-25,7,0,55
2320127002,2016-04-25,8,0,55
2320127002,2016-04-25,9,0,55
2320127002,2016-04-25,10,0,55
2320127002,2016-04-25,11,0,55
2320127002,2016-04-25,12,0,55
2320127002,2016-04-25,13,0,55
2320127002,2016-04-25,14,0,55
2320127002,2016-04-25,15,24,58
2320127002,2016-04-25,16,409,94
2320127002,2016-04-25,17,1013,126
2320127002,2016-04-25,18,368,90
2320127002,2016-04-25,19,53,63
2320127002,2016-04-25,20,284,80
2320127002,2016-04-25,21,298,87
2320127002,2016-04-25,22,380,95
2320127002,2016-04-25,23,58,66
2320127002,2016-04-26,0,0,55
2320127002,2016-04-26,1,20,60
2320127002,2016-04-26,2,71,64
2320127002,2016-04-26,3,0,55
2320127002,2016-04-26,4,0,55
2320127002,2016-04-26,5,0,55
2320127002,2016-04-26,6,0,55
2320127002,2016-04-26,7,0,55
2320127002,2016-04-26,8,0,55
2320127002,2016-04-26,9,0,55
2320127002,2016-04-26,10,0,55
2320127002,2016-04-26,11,0,55
2320127002,2016-04-26,12,0,55
2320127002,2016-04-26,13,0,55
2320127002,2016-04-26,14,0,55
2320127002,2016-04-26,15,0,55
2320127002,2016-04-26,16,244,74
2320127002,2016-04-26,17,401,95
2320127002,2016-04-26,18,345,96
2320127002,2016-04-26,19,390,92
2320127002,2016-04-26,20,412,93
2320127002,2016-04-26,21,522,96
2320127002,2016-04-26,22,758,105
2320127002,2016-04-26,23,246,84
2320127002,2016-04-27,0,0,56
2320127002,2016-04-27,1,0,55
2320127002,2016-04-27,2,0,55
2320127002,2016-04-27,3,0,55
2320127002,2016-04-27,4,152,74
2320127002,2016-04-27,5,79,67
2320127002,2016-04-27,6,4,57
2320127002,2016-04-27,7,500,98
2320127002,2016-04-27,8,829,120
2320127002,2016-04-27,9,151,72
2320127002,2016-04-27,10,0,55
2320127002,2016-04-27,11,0,55
2320127002,2016-04-27,12,0,55
2320127002,2016-04-27,13,0,55
2320127002,2016-04-27,14,0,55
2320127002,2016-04-27,15,0,55
2320127002,2016-04-27,16,0,55
2320127002,2016-04-27,17,0,55
2320127002,2016-04-27,18,0,55
2320127002,2016-04-27,19,0,55
2320127002,2016-04-27,20,0,55
2320127002,2016-04-27,21,0,55
2320127002,2016-04-27,22,0,55
2320127002,2016-04-27,23,0,55
2320127002,2016-04-28,0,138,73
2320127002,2016-04-28,1,357,93
2320127002,2016-04-28,2,374,86
2320127002,2016-04-28,3,412,92
2320127002,2016-04-28,4,0,55
2320127002,2016-04-28,5,0,55
2320127002,2016-04-28,6,0,55
2320127002,2016-04-28,7,251,80
2320127002,2016-04-28,8,0,55
2320127002,2016-04-28,9,0,55
2320127002,2016-04-28,10,0,55
2320127002,2016-04-28,11,0,55
2320127002,2016-04-28,12,0,55
2320127002,2016-04-28,13,0,55
2320127002,2016-04-28,14,0,55
2320127002,2016-04-28,15,0,55
2320127002,2016-04-28,16,0,55
2320127002,2016-04-28,17,0,55
2320127002,2016-04-28,18,0,55
2320127002,2016-04-28,19,0,55
2320127002,2016-04-28,20,0,55
2320127002,2016-04-28,21,0,55
2320127002,2016-04-28,22,0,55
2320127002,2016-04-28,23,0,55
2320127002,2016-04-29,0,0,55
2320127002,2016-04-29,1,0,55
2320127002,2016-04-29,2,0,55
2320127002,2016-04-29,3,0,55
2320127002,2016-04-29,4,0,55
2320127002,2016-04-29,5,0,55
2320127002,2016-04-29,6,241,77
2320127002,2016-04-29,7,577,107
2320127002,2016-04-29,8,106,68
2320127002,2016-04-29,9,0,55
2320127002,2016-04-29,10,0,55
2320127002,2016-04-29,11,0,55
2320127002,2016-04-29,12,0,55
2320127002,2016-04-29,13,0,55
2320127002,2016-04-29,14,0,55
2320127002,2016-04-29,15,0,55
2320127002,2016-04-29,16,0,55
2320127002,2016-04-29,17,0,55
2320127002,2016-04-29,18,0,55
2320127002,2016-04-29,19,0,55
2320127002,2016-04-29,20,0,55
2320127002,2016-04-29,21,0,55
2320127002,2016-04-29,22,0,55
2320127002,2016-04-29,23,0,55
2320127002,2016-04-30,0,0,55
2320127002,2016-04-30,1,65,63
2320127002,2016-04-30,2,249,85
2320127002,2016-04-30,3,378,92
2320127002,2016-04-30,4,582,104
2320127002,2016-04-30,5,336,85
2320127002,2016-04-30,6,219,78
2320127002,2016-04-30,7,353,96
2320127002,2016-04-30,8,388,98
2320127002,2016-04-30,9,267,83
2320127002,2016-04-30,10,552,100
2320127002,2016-04-30,11,303,89
2320127002,2016-04-30,12,0,55
2320127002,2016-04-30,13,0,55
2320127002,2016-04-30,14,0,55
2320127002,2016-04-30,15,0,55
2320127002,2016-04-30,16,0,55
2320127002,2016-04-30,17,0,55
2320127002,2016-04-30,18,0,55
2320127002,2016-04-30,19,0,55
2320127002,2016-04-30,20,210,75
2320127002,2016-04-30,21,331,88
2320127002,2016-04-30,22,185,74
2320127002,2016-04-30,23,140,71
2320127002,2016-05-01,0,267,84
2320127002,2016-05-01,1,179,75
2320127002,2016-05-01,2,326,85
2320127002,2016-05-01,3,0,55
2320127002,2016-05-01,4,0,55
2320127002,2016-05-01,5,0,55
2320127002,2016-05-01,6,0,55
2320127002,2016-05-01,7,0,55
2320127002,2016-05-01,8,0,55
2320127002,2016-05-01,9,0,55
2320127002,2016-05-01,10,0,55
2320127002,2016-05-01,11,0,55
2320127002,2016-05-01,12,0,55
2320127002,2016-05-01,13,0,55
2320127002,2016-05-01,14,0,56
2320127002,2016-05-01,15,0,55
2320127002,2016-05-01,16,0,55
2320127002,2016-05-01,17,0,55
2320127002,2016-05-01,18,0,55
2320127002,2016-05-01,19,0,55
2320127002,2016-05-01,20,0,55
2320127002,2016-05-01,21,0,55
2320127002,2016-05-01,22,0,55
2320127002,2016-05-01,23,0,55
2320127002,2016-05-02,0,0,55
2320127002,2016-05-02,1,285,80
2320127002,2016-05-02,2,322,85
2320127002,2016-05-02,3,564,97
2320127002,2016-05-02,4,203,73
2320127002,2016-05-02,5,0,55
2320127002,2016-05-02,6,0,55
2320127002,2016-05-02,7,0,55
2320127002,2016-05-02,8,0,55
2320127002,2016-05-02,9,0,55
2320127002,2016-05-02,10,0,55
2320127002,2016-05-02,11,0,55
2320127002,2016-05-02,12,0,55
2320127002,2016-05-02,13,0,55
2320127002,2016-05-02,14,0,55
2320127002,2016-05-02,15,0,55
2320127002,2016-05-02,16,0,55
2320127002,2016-05-02,17,0,55
2320127002,2016-05-02,18,0,55
2320127002,2016-05-02,19,151,71
2320127002,2016-05-02,20,860,117
2320127002,2016-05-02,21,1054,127
2320127002,2016-05-02,22,195,79
2320127002,2016-05-02,23,0,55
2320127002,2016-05-03,0,0,55
2320127002,2016-05-03,1,0,55
2320127002,2016-05-03,2,0,55
2320127002,2016-05-03,3,0,55
2320127002,2016-05-03,4,0,55
2320127002,2016-05-03,5,453,95
2320127002,2016-05-03,6,451,97
2320127002,2016-05-03,7,1053,128
2320127002,2016-05-03,8,473,101
2320127002,2016-05-03,9,0,56
2320127002,2016-05-03,10,0,55
2320127002,2016-05-03,11,0,55
2320127002,2016-05-03,12,0,55
2320127002,2016-05-03,13,0,55
2320127002,2016-05-03,14,0,55
2320127002,2016-05-03,15,0,55
2320127002,2016-05-03,16,0,55
2320127002,2016-05-03,17,49,62
2320127002,2016-05-03,18,261,83
2320127002,2016-05-03,19,720,113
2320127002,2016-05-03,20,1940,172
2320127002,2016-05-03,21,656,110
2320127002,2016-05-03,22,1364,141
2320127002,2016-05-03,23,23,58
2320127002,2016-05-04,0,0,55
2320127002,2016-05-04,1,0,55
2320127002,2016-05-04,2,0,55
2320127002,2016-05-04,3,0,55
2320127002,2016-05-04,4,58,61
2320127002,2016-05-04,5,0,55
2320127002,2016-05-04,6,269,83
2320127002,2016-05-04,7,874,123
2320127002,2016-05-04,8,0,55
2320127002,2016-05-04,9,0,55
2320127002,2016-05-04,10,0,55
2320127002,2016-05-04,11,0,55
2320127002,2016-05-04,12,0,55
2320127002,2016-05-04,13,0,55
2320127002,2016-05-04,14,0,55
2320127002,2016-05-04,15,0,55
2320127002,2016-05-04,16,0,55
2320127002,2016-05-04,17,0,55
2320127002,2016-05-04,18,0,55
2320127002,2016-05-04,19,0,55
2320127002,2016-05-04,20,0,55
2320127002,2016-05-04,21,0,55
2320127002,2016-05-04,22,0,55
2320127002,2016-05-04,23,0,55
2320127002,2016-05-05,0,0,55
2320127002,2016-05-05,1,0,55
2320127002,2016-05-05,2,0,55
2320127002,2016-05-05,3,0,55
2320127002,2016-05-05,4,0,55
2320127002,2016-05-05,5,0,55
2320127002,2016-05-05,6,383,90
2320127002,2016-05-05,7,687,115
2320127002,2016-05-05,8,604,105
2320127002,2016-05-05,9,782,109
2320127002,2016-05-05,10,601,108
2320127002,2016-05-05,11,427,97
2320127002,2016-05-05,12,456,93
2320127002,2016-05-05,13,98,68
2320127002,2016-05-05,14,0,55
2320127002,2016-05-05,15,0,55
2320127002,2016-05-05,16,0,55
2320127002,2016-05-05,17,68,62
2320127002,2016-05-05,18,111,68
2320127002,2016-05-05,19,441,94
2320127002,2016-05-05,20,267,83
2320127002,2016-05-05,21,219,75
2320127002,2016-05-05,22,58,62
2320127002,2016-05-05,23,0,55
2320127002,2016-05-06,0,0,55
2320127002,2016-05-06,1,0,55
2320127002,2016-05-06,2,0,55
2320127002,2016-05-06,3,0,55
2320127002,2016-05-06,4,0,55
2320127002,2016-05-06,5,178,69
2320127002,2016-05-06,6,575,109
2320127002,2016-05-06,7,478,94
2320127002,2016-05-06,8,267,82
2320127002,2016-05-06,9,600,97
2320127002,2016-05-06,10,843,115
2320127002,2016-05-06,11,676,110
2320127002,2016-05-06,12,378,86
2320127002,2016-05-06,13,0,55
2320127002,2016-05-06,14,0,55
2320127002,2016-05-06,15,0,55
2320127002,2016-05-06,16,0,55
2320127002,2016-05-06,17,0,55
2320127002,2016-05-06,18,0,55
2320127002,2016-05-06,19,0,55
2320127002,2016-05-06,20,210,77
2320127002,2016-05-06,21,227,82
2320127002,2016-05-06,22,315,87
2320127002,2016-05-06,23,131,70
2320127002,2016-05-07,0,0,55
2320127002,2016-05-07,1,0,55
2320127002,2016-05-07,2,0,55
2320127002,2016-05-07,3,0,55
2320127002,2016-05-07,4,0,55
2320127002,2016-05-07,5,277,80
2320127002,2016-05-07,6,322,79
2320127002,2016-05-07,7,277,82
2320127002,2016-05-07,8,708,105
2320127002,2016-05-07,9,954,126
2320127002,2016-05-07,10,388,89
2320127002,2016-05-07,11,322,87
2320127002,2016-05-07,12,460,100
2320127002,2016-05-07,13,464,87
2320127002,2016-05-07,14,688,108
2320127002,2016-05-07,15,753,120
2320127002,2016-05-07,16,488,104
2320127002,2016-05-07,17,303,84
2320127002,2016-05-07,18,0,55
2320127002,2016-05-07,19,0,55
2320127002,2016-05-07,20,86,66
2320127002,2016-05-07,21,245,86
2320127002,2016-05-07,22,410,102
2320127002,2016-05-07,23,234,83
2320127002,2016-05-08,0,0,55
2320127002,2016-05-08,1,0,55
2320127002,2016-05-08,2,0,55
2320127002,2016-05-08,3,0,55
2320127002,2016-05-08,4,0,55
2320127002,2016-05-08,5,0,55
2320127002,2016-05-08,6,0,55
2320127002,2016-05-08,7,0,55
2320127002,2016-05-08,8,156,74
2320127002,2016-05-08,9,248,82
2320127002,2016-05-08,10,444,97
2320127002,2016-05-08,11,520,102
2320127002,2016-05-08,12,633,105
2320127002,2016-05-08,13,621,109
2320127002,2016-05-08,14,36,59
2320127002,2016-05-08,15,0,55
2320127002,2016-05-08,16,148,72
2320127002,2016-05-08,17,475,100
2320127002,2016-05-08,18,376,93
2320127002,2016-05-08,19,381,96
2320127002,2016-05-08,20,164,79
2320127002,2016-05-08,21,327,90
2320127002,2016-05-08,22,231,82
2320127002,2016-05-08,23,393,85
2320127002,2016-05-09,0,317,87
2320127002,2016-05-09,1,390,91
2320127002,2016-05-09,2,0,55
2320127002,2016-05-09,3,0,55
2320127002,2016-05-09,4,0,55
2320127002,2016-05-09,5,95,65
2320127002,2016-05-09,6,224,80
2320127002,2016-05-09,7,713,105
2320127002,2016-05-09,8,162,78
2320127002,2016-05-09,9,184,76
2320127002,2016-05-09,10,165,75
2320127002,2016-05-09,11,0,55
2320127002,2016-05-09,12,0,55
2320127002,2016-05-09,13,0,55
2320127002,2016-05-09,14,0,58
2320127002,2016-05-09,15,524,98
2320127002,2016-05-09,16,177,81
2320127002,2016-05-09,17,139,73
2320127002,2016-05-09,18,0,55
2320127002,2016-05-09,19,0,55
2320127002,2016-05-09,20,0,55
2320127002,2016-05-09,21,0,55
2320127002,2016-05-09,22,0,55
2320127002,2016-05-09,23,0,55
2320127002,2016-05-10,0,0,55
2320127002,2016-05-10,1,0,55
2320127002,2016-05-10,2,0,55
2320127002,2016-05-10,3,0,55
2320127002,2016-05-10,4,0,55
2320127002,2016-05-10,5,0,55
2320127002,2016-05-10,6,71,67
2320127002,2016-05-10,7,364,94
2320127002,2016-05-10,8,182,78
2320127002,2016-05-10,9,362,92
2320127002,2016-05-10,10,493,93
2320127002,2016-05-10,11,1122,137
2320127002,2016-05-10,12,947,125
2320127002,2016-05-10,13,327,88
2320127002,2016-05-10,14,283,87
2320127002,2016-05-10,15,485,94
2320127002,2016-05-10,16,483,103
2320127002,2016-05-10,17,172,80
2320127002,2016-05-10,18,427,94
2320127002,2016-05-10,19,194,80
2320127002,2016-05-10,20,300,89
2320127002,2016-05-10,21,15,58
2320127002,2016-05-10,22,0,55
2320127002,2016-05-10,23,0,55
2320127002,2016-05-11,0,0,55
2320127002,2016-05-11,1,0,55
2320127002,2016-05-11,2,0,55
2320127002,2016-05-11,3,0,55
2320127002,2016-05-11,4,0,55
2320127002,2016-05-11,5,0,55
2320127002,2016-05-11,6,0,55
2320127002,2016-05-11,7,0,55
2320127002,2016-05-11,8,0,55
2320127002,2016-05-11,9,4,57
2320127002,2016-05-11,10,472,102
2320127002,2016-05-11,11,348,89
2320127002,2016-05-11,12,446,100
2320127002,2016-05-11,13,283,81
2320127002,2016-05-11,14,241,78
2320127002,2016-05-11,15,364,92
2320127002,2016-05-11,16,493,97
2320127002,2016-05-11,17,999,127
2320127002,2016-05-11,18,172,74
2320127002,2016-05-11,19,324,87
2320127002,2016-05-11,20,723,115
2320127002,2016-05-11,21,522,102
2320127002,2016-05-11,22,605,113
2320127002,2016-05-11,23,428,95
2320127002,2016-05-12,0,0,55
2320127002,2016-05-12,1,0,55
2320127002,2016-05-12,2,0,56
2320127002,2016-05-12,3,0,55
2320127002,2016-05-12,4,0,55
2320127002,2016-05-12,5,0,55
2320127002,2016-05-12,6,0,55
2320127002,2016-05-12,7,0,55
2320127002,2016-05-12,8,0,55
2320127002,2016-05-12,9,119,70
2320127002,2016-05-12,10,817,118
2320127002,2016-05-12,11,426,100
2320127002,2016-05-12,12,535,107
2320127002,2016-05-12,13,402,89
2320127002,2016-05-12,14,265,83
2347167796,2016-04-12,0,0,56
2347167796,2016-04-12,1,0,56
2347167796,2016-04-12,2,0,56
2347167796,2016-04-12,3,0,56
2347167796,2016-04-12,4,0,56
2347167796,2016-04-12,5,0,56
2347167796,2016-04-12,6,0,56
2347167796,2016-04-12,7,397,101
2347167796,2016-04-12,8,1195,167
2347167796,2016-04-12,9,193,85
2347167796,2016-04-12,10,111,74
2347167796,2016-04-12,11,169,122
2347167796,2016-04-12,12,179,83
2347167796,2016-04-12,13,371,105
2347167796,2016-04-12,14,47,134
2347167796,2016-04-12,15,337,163
2347167796,2016-04-12,16,135,84
2347167796,2016-04-12,17,433,94
2347167796,2016-04-12,18,1546,154
2347167796,2016-04-12,19,355,93
2347167796,2016-04-12,20,1391,151
2347167796,2016-04-12,21,3229,224
2347167796,2016-04-12,22,25,59
2347167796,2016-04-12,23,0,57
2347167796,2016-04-13,0,0,58
2347167796,2016-04-13,1,0,58
2347167796,2016-04-13,2,0,57
2347167796,2016-04-13,3,0,56
2347167796,2016-04-13,4,0,57
2347167796,2016-04-13,5,0,57
2347167796,2016-04-13,6,6,59
2347167796,2016-04-13,7,2581,185
2347167796,2016-04-13,8,1175,125
2347167796,2016-04-13,9,12,64
2347167796,2016-04-13,10,158,76
2347167796,2016-04-13,11,59,67
2347167796,2016-04-13,12,366,97
2347167796,2016-04-13,13,1200,121
2347167796,2016-04-13,14,112,77
2347167796,2016-04-13,15,154,75
2347167796,2016-04-13,16,311,91
2347167796,2016-04-13,17,122,73
2347167796,2016-04-13,18,1280,140
2347167796,2016-04-13,19,14,63
2347167796,2016-04-13,20,489,86
2347167796,2016-04-13,21,2197,174
2347167796,2016-04-13,22,116,65
2347167796,2016-04-13,23,0,58
2347167796,2016-04-14,0,8,59
2347167796,2016-04-14,1,0,58
2347167796,2016-04-14,2,0,57
2347167796,2016-04-14,3,0,57
2347167796,2016-04-14,4,0,57
2347167796,2016-04-14,5,0,57
2347167796,2016-04-14,6,12,60
2347167796,2016-04-14,7,2706,197
2347167796,2016-04-14,8,1041,119
2347167796,2016-04-14,9,264,80
2347167796,2016-04-14,10,370,84
2347167796,2016-04-14,11,283,82
2347167796,2016-04-14,12,382,82
2347167796,2016-04-14,13,2423,173
2347167796,2016-04-14,14,275,86
2347167796,2016-04-14,15,170,77
2347167796,2016-04-14,16,117,77
2347167796,2016-04-14,17,99,70
2347167796,2016-04-14,18,1364,144
2347167796,2016-04-14,19,137,72
2347167796,2016-04-14,20,53,64
2347167796,2016-04-14,21,305,77
2347167796,2016-04-14,22,120,66
2347167796,2016-04-14,23,0,57
2347167796,2016-04-15,0,0,57
2347167796,2016-04-15,1,0,57
2347167796,2016-04-15,2,12,60
2347167796,2016-04-15,3,0,57
2347167796,2016-04-15,4,0,57
2347167796,2016-04-15,5,0,57
2347167796,2016-04-15,6,9,59
2347167796,2016-04-15,7,2813,194
2347167796,2016-04-15,8,1077,121
2347167796,2016-04-15,9,291,86
2347167796,2016-04-15,10,51,67
2347167796,2016-04-15,11,146,76
2347167796,2016-04-15,12,259,85
2347167796,2016-04-15,13,359,93
2347167796,2016-04-15,14,131,74
2347167796,2016-04-15,15,15,63
2347167796,2016-04-15,16,323,87
2347167796,2016-04-15,17,73,63
2347167796,2016-04-15,18,2499,198
2347167796,2016-04-15,19,1137,174
2347167796,2016-04-15,20,732,118
2347167796,2016-04-15,21,294,91
2347167796,2016-04-15,22,244,86
2347167796,2016-04-15,23,0,56
2347167796,2016-04-16,0,0,56
2347167796,2016-04-16,1,0,56
2347167796,2016-04-16,2,0,56
2347167796,2016-04-16,3,0,56
2347167796,2016-04-16,4,0,56
2347167796,2016-04-16,5,0,56
2347167796,2016-04-16,6,0,56
2347167796,2016-04-16,7,1446,124
2347167796,2016-04-16,8,5291,334
2347167796,2016-04-16,9,5249,329
2347167796,2016-04-16,10,468,106
2347167796,2016-04-16,11,869,122
2347167796,2016-04-16,12,529,100
2347167796,2016-04-16,13,352,84
2347167796,2016-04-16,14,0,56
2347167796,2016-04-16,15,0,56
2347167796,2016-04-16,16,0,57
2347167796,2016-04-16,17,1344,160
2347167796,2016-04-16,18,2139,180
2347167796,2016-04-16,19,943,127
2347167796,2016-04-16,20,1496,150
2347167796,2016-04-16,21,1571,138
2347167796,2016-04-16,22,547,95
2347167796,2016-04-16,23,0,57
2347167796,2016-04-17,0,0,57
2347167796,2016-04-17,1,0,57
2347167796,2016-04-17,2,0,57
2347167796,2016-04-17,3,0,57
2347167796,2016-04-17,4,8,58
2347167796,2016-04-17,5,0,57
2347167796,2016-04-17,6,0,56
2347167796,2016-04-17,7,20,61
2347167796,2016-04-17,8,22,61
2347167796,2016-04-17,9,161,73
2347167796,2016-04-17,10,541,111
2347167796,2016-04-17,11,1489,160
2347167796,2016-04-17,12,21,62
2347167796,2016-04-17,13,872,124
2347167796,2016-04-17,14,578,113
2347167796,2016-04-17,15,219,89
2347167796,2016-04-17,16,57,74
2347167796,2016-04-17,17,256,87
2347167796,2016-04-17,18,495,98
2347167796,2016-04-17,19,334,93
2347167796,2016-04-17,20,217,84
2347167796,2016-04-17,21,182,81
2347167796,2016-04-17,22,0,57
2347167796,2016-04-17,23,0,57
2347167796,2016-04-18,0,6,59
2347167796,2016-04-18,1,0,57
2347167796,2016-04-18,2,0,57
2347167796,2016-04-18,3,0,57
2347167796,2016-04-18,4,0,57
2347167796,2016-04-18,5,0,57
2347167796,2016-04-18,6,15,60
2347167796,2016-04-18,7,418,95
2347167796,2016-04-18,8,1158,122
2347167796,2016-04-18,9,23,65
2347167796,2016-04-18,10,178,76
2347167796,2016-04-18,11,120,72
2347167796,2016-04-18,12,83,70
2347167796,2016-04-18,13,1439,133
2347167796,2016-04-18,14,606,99
2347167796,2016-04-18,15,147,71
2347167796,2016-04-18,16,175,79
2347167796,2016-04-18,17,92,67
2347167796,2016-04-18,18,1070,127
2347167796,2016-04-18,19,101,76
2347167796,2016-04-18,20,2497,207
2347167796,2016-04-18,21,104,67
2347167796,2016-04-18,22,15,60
2347167796,2016-04-18,23,0,57
2347167796,2016-04-19,0,0,57
2347167796,2016-04-19,1,0,57
2347167796,2016-04-19,2,0,57
2347167796,2016-04-19,3,0,56
2347167796,2016-04-19,4,0,57
2347167796,2016-04-19,5,20,59
2347167796,2016-04-19,6,148,66
2347167796,2016-04-19,7,291,85
2347167796,2016-04-19,8,1033,144
2347167796,2016-04-19,9,72,101
2347167796,2016-04-19,10,235,126
2347167796,2016-04-19,11,253,200
2347167796,2016-04-19,12,228,162
2347167796,2016-04-19,13,897,124
2347167796,2016-04-19,14,102,120
2347167796,2016-04-19,15,177,123
2347167796,2016-04-19,16,307,109
2347167796,2016-04-19,17,114,73
2347167796,2016-04-19,18,1170,152
2347167796,2016-04-19,19,1088,125
2347167796,2016-04-19,20,360,97
2347167796,2016-04-19,21,216,82
2347167796,2016-04-19,22,0,56
2347167796,2016-04-19,23,0,56
2347167796,2016-04-20,0,0,56
2347167796,2016-04-20,1,0,56
2347167796,2016-04-20,2,0,56
2347167796,2016-04-20,3,0,56
2347167796,2016-04-20,4,0,56
2347167796,2016-04-20,5,0,56
2347167796,2016-04-20,6,0,56
2347167796,2016-04-20,7,2534,199
2347167796,2016-04-20,8,1131,127
2347167796,2016-04-20,9,82,68
2347167796,2016-04-20,10,171,74
2347167796,2016-04-20,11,78,68
2347167796,2016-04-20,12,224,82
2347167796,2016-04-20,13,571,96
2347167796,2016-04-20,14,315,85
2347167796,2016-04-20,15,126,76
2347167796,2016-04-20,16,320,89
2347167796,2016-04-20,17,544,103
2347167796,2016-04-20,18,1622,206
2347167796,2016-04-20,19,1054,141
2347167796,2016-04-20,20,1909,181
2347167796,2016-04-20,21,161,80
2347167796,2016-04-20,22,157,71
2347167796,2016-04-20,23,0,57
2347167796,2016-04-21,0,7,58
2347167796,2016-04-21,1,0,57
2347167796,2016-04-21,2,7,58
2347167796,2016-04-21,3,0,57
2347167796,2016-04-21,4,0,57
2347167796,2016-04-21,5,0,57
2347167796,2016-04-21,6,141,69
2347167796,2016-04-21,7,257,82
2347167796,2016-04-21,8,909,119
2347167796,2016-04-21,9,19,63
2347167796,2016-04-21,10,128,75
2347167796,2016-04-21,11,140,76
2347167796,2016-04-21,12,735,105
2347167796,2016-04-21,13,232,82
2347167796,2016-04-21,14,254,94
2347167796,2016-04-21,15,89,75
2347167796,2016-04-21,16,91,72
2347167796,2016-04-21,17,46,67
2347167796,2016-04-21,18,1361,134
2347167796,2016-04-21,19,294,89
2347167796,2016-04-21,20,1880,153
2347167796,2016-04-21,21,3410,230
2347167796,2016-04-21,22,80,65
2347167796,2016-04-21,23,0,57
2347167796,2016-04-22,0,0,57
2347167796,2016-04-22,1,0,57
2347167796,2016-04-22,2,0,57
2347167796,2016-04-22,3,0,57
2347167796,2016-04-22,4,38,62
2347167796,2016-04-22,5,10,58
2347167796,2016-04-22,6,13,59
2347167796,2016-04-22,7,3724,255
2347167796,2016-04-22,8,879,112
2347167796,2016-04-22,9,41,67
2347167796,2016-04-22,10,74,70
2347167796,2016-04-22,11,61,73
2347167796,2016-04-22,12,276,89
2347167796,2016-04-22,13,411,96
2347167796,2016-04-22,14,276,91
2347167796,2016-04-22,15,315,91
2347167796,2016-04-22,16,184,80
2347167796,2016-04-22,17,512,96
2347167796,2016-04-22,18,876,116
2347167796,2016-04-22,19,13,61
2347167796,2016-04-22,20,79,67
2347167796,2016-04-22,21,0,59
2347167796,2016-04-22,22,0,57
2347167796,2016-04-22,23,22,60
2347167796,2016-04-23,0,0,57
2347167796,2016-04-23,1,0,57
2347167796,2016-04-23,2,0,57
2347167796,2016-04-23,3,4,58
2347167796,2016-04-23,4,0,56
2347167796,2016-04-23,5,0,57
2347167796,2016-04-23,6,18,59
2347167796,2016-04-23,7,150,72
2347167796,2016-04-23,8,4214,301
2347167796,2016-04-23,9,522,90
2347167796,2016-04-23,10,825,119
2347167796,2016-04-23,11,2143,218
2347167796,2016-04-23,12,1056,131
2347167796,2016-04-23,13,1908,211
2347167796,2016-04-23,14,121,106
2347167796,2016-04-23,15,99,71
2347167796,2016-04-23,16,468,90
2347167796,2016-04-23,17,1139,147
2347167796,2016-04-23,18,1267,135
2347167796,2016-04-23,19,323,109
2347167796,2016-04-23,20,1603,157
2347167796,2016-04-23,21,225,87
2347167796,2016-04-23,22,713,114
2347167796,2016-04-23,23,103,69
2347167796,2016-04-24,0,0,57
2347167796,2016-04-24,1,0,57
2347167796,2016-04-24,2,0,57
2347167796,2016-04-24,3,0,57
2347167796,2016-04-24,4,0,57
2347167796,2016-04-24,5,0,56
2347167796,2016-04-24,6,7,58
2347167796,2016-04-24,7,324,83
2347167796,2016-04-24,8,1151,133
2347167796,2016-04-24,9,459,103
2347167796,2016-04-24,10,804,129
2347167796,2016-04-24,11,1178,148
2347167796,2016-04-24,12,82,71
2347167796,2016-04-24,13,973,135
2347167796,2016-04-24,14,256,89
2347167796,2016-04-24,15,211,95
2347167796,2016-04-24,16,100,79
2347167796,2016-04-24,17,166,82
2347167796,2016-04-24,18,738,125
